revenue,gender,age,engaged_last_30,lifecycle, days_since_last_order ,previous_order_amount,3rd_party_stores
247.94,1,35,1,B,1.26,1246.98,0
1106.32,1,52,0,C,12.48,1222.644,5
87.99,,,,C,10.13,574.98,0
26.99,1,53,0,C,12.35,1503.994,5
139.99,1,51,0,A,0.16,5110.031,0
550,1,45,0,C,16.32,0,7
59.99,,,,C,14.68,807.99,0
33.98,,,,C,2.94,542.78,1
128.99,1,40,0,C,0.61,1888.34,10
39.99,1,69,0,B,2.03,891.99,0
71.96,,,,C,4.19,0,1
52.98,,,,C,10.45,1368.95,4
71.98,1,69,0,C,4.35,0,1
548.98,1,71,0,B,1.16,5144.511,0
66,,,,C,16.71,3358.722,2
64.98,,,,C,8.19,0,0
2407.73,1,48,0,B,3.23,11597.9,0
239,,,,B,3.74,6405.979,0
1572.99,1,78,0,A,0.19,174.99,0
1049.99,1,81,0,B,3.55,7867.086,0
112.97,1,82,0,C,8.26,976.93,0
239,1,67,0,C,7.84,1210.99,8
198.98,1,75,0,C,4.65,4154.062,10
79.77,1,61,0,B,1.19,4332.4,0
99.99,,,,C,17.19,2800.961,10
60.08,1,69,0,C,1.06,1720.95,10
16.99,1,51,0,B,2.39,1185.587,0
52.98,1,94,0,C,6.06,1084.97,0
360.37,,,,C,19.26,2471,2
239,1,54,0,C,8.68,1695.519,1
109.99,,,,A,0.29,1171.494,0
581.11,1,62,0,C,5.1,4801.604,2
238.95,0,67,0,C,3.23,1115.057,1
109.95,1,38,0,B,2.48,2622,0
1567.02,1,71,0,B,2.94,6920.034,0
69.99,1,51,0,C,0.26,2316.764,10
155.96,1,72,0,C,9.29,908.069,4
140,,,,C,11.65,0,10
38.99,,,,C,0.13,0,10
138.97,1,60,0,B,1.26,2816.351,0
94.98,,,,B,2.52,1031.57,0
174.98,,,,A,0.35,1650.224,0
448.51,1,48,0,C,10.61,2834.262,1
270.46,1,38,0,C,14.39,2003,0
73.97,1,58,0,C,4.65,6014.72,1
47.99,1,43,0,A,0.58,2795.71,0
149.98,,,,B,1.68,1050.84,0
568.79,1,71,0,C,15.84,1610.371,0
219.98,,,,C,18.71,2189.93,10
59.98,1,74,0,A,0.39,1272.424,0
991.39,,,,B,2.39,344.27,0
133.85,1,91,0,C,16,3192.35,7
107.76,1,31,0,C,5.32,2196.571,2
1273.02,1,64,0,B,1.13,11597.9,0
61.98,1,67,0,C,2.19,830.98,0
746.96,1,38,0,C,7.1,993,0
585.95,,,,C,1,933.96,2
63.82,1,87,0,C,6.42,1949.251,0
645.96,1,48,0,C,17.16,1527.08,6
26.99,,,,C,4.97,759.537,2
568.99,,,,B,4.29,3252.312,0
55.98,,,,C,6.29,117.98,2
294.98,,,,C,11.55,686.149,10
96.99,1,,0,C,14.48,20.93,1
71.98,,,,C,21.19,778.997,1
61.99,1,,0,B,3.65,832.32,0
99.99,0,41,0,B,1.55,1179.2,0
71.98,,,,C,23.48,0,10
105.96,,,,C,4,0,10
669.98,1,79,0,B,4.19,3531.878,0
1657.99,1,55,0,C,14.94,1550.99,0
239,0,80,0,C,2.71,784.6,0
2998.94,1,86,0,C,5.87,2214.972,0
140,1,74,0,C,1.81,80.99,10
576.97,1,49,0,C,3.52,1823.73,10
1124.15,,,,C,22.97,3214.924,0
731.44,,,,B,3.45,3109.495,0
109.99,1,80,0,B,2.42,4602.674,0
149.99,,,,A,0.84,1849,0
140,1,62,0,C,1.48,7230.291,1
7873.91,,,,C,9.26,10229.12,0
1100.56,,,,C,14.16,0,10
119.98,,,,C,5.9,2882.767,0
119.94,1,54,0,C,3.97,723.857,1
55.99,,,,B,1.9,4525.376,0
1121.95,,,,B,2.71,2851.664,0
89.95,1,38,0,C,4.32,2268.87,1
524.97,1,48,0,C,7.65,531.99,1
129.99,1,67,0,C,6.45,575.93,8
101.67,,,,C,3,961.471,1
258,,,,C,15.26,2017.587,5
219.99,,,,C,20.39,4560.192,10
449.99,1,83,0,C,9.9,1286.93,0
132.99,,,,A,0.81,1275.46,0
776.16,,,,C,9.61,2623.446,4
127.94,,,,C,7.68,854.54,3
172,1,54,0,A,0.68,2718.9,0
126.17,,,,B,3.52,5113.947,0
110.89,,,,A,0.13,5297.33,0
59.99,1,47,0,B,1.13,1845.21,0
120,,,,C,10.65,492.99,10
569.22,1,69,0,C,22.65,1740.277,10
203.91,,,,C,4.84,4627.001,2
674.7,1,52,0,B,1.06,1103.997,0
934.67,1,47,0,B,4.42,10816.473,0
1323.94,1,65,0,C,10.68,4321.254,0
308.95,,,,B,1.29,609.6,0
761.87,1,51,0,C,6.74,1952.16,0
729.98,1,43,1,A,0.13,3498.504,0
1187.97,1,52,0,B,2.23,1065.92,0
699.98,,,,B,3.35,1627.521,0
59.99,1,56,0,A,0.19,1772.92,0
35.98,1,63,0,B,4.32,815.826,0
538.97,1,45,0,C,3.42,3926.614,1
227.95,1,51,0,A,0.19,1854.9,0
299,,,,C,5.84,1787.99,0
253.99,1,55,0,C,5.19,388.97,5
985.59,,,,C,15.87,2047.98,10
91.18,1,77,0,C,10.26,733.94,4
239,,,,C,3.32,3547.214,2
399.99,1,77,0,C,3.55,1930.414,1
488.97,1,51,0,C,16.06,7067.48,0
110,,,,C,11,1255.93,10
199.99,1,28,0,C,4.61,1643.127,1
563.65,,,,B,4.77,7149.134,0
388.899,,,,C,11.39,593.99,10
83.97,1,74,0,C,9.35,4265.89,3
59.99,,,,B,4.87,1266.97,0
97.97,,,,C,6.97,3223.592,1
566.87,1,64,0,C,14.94,0,10
1483.97,,,,C,5.23,2325.89,0
384.17,,,,B,2.1,3506.66,0
95.36,,,,C,11.16,559.287,5
29.44,1,77,0,A,1,1692.917,0
88.17,0,76,0,C,3.87,55.89,10
207.16,1,80,0,C,7.32,961.416,0
299,,,,C,19.23,658.99,10
368.95,0,43,0,C,0.13,736.19,5
74.98,,,,C,11.42,14.9,5
311.94,,,,C,23.52,2759.474,0
30.97,,,,C,1.84,1022.384,10
345.585,1,60,0,C,7.29,3341.974,0
821.48,1,58,0,B,1.26,1304.58,0
46.98,,,,C,10.81,2.95,5
107.96,1,85,0,B,3.16,992.318,0
49.97,1,52,0,A,0.58,0,0
156,,,,C,7.97,1344.699,3
59.98,1,49,0,A,0.45,4187.654,0
29.94,1,70,0,C,22.61,1351.917,10
314.99,1,64,0,C,6,4979.61,2
77.98,1,58,0,B,4.03,1114.974,0
31.99,,,,C,11.13,873.75,5
328,1,51,0,C,9.58,3389.75,4
39.99,,,,B,2.26,1529.98,0
69.98,,,,C,4.55,2968.414,1
155.94,,,,C,6.35,668.98,0
89.99,,,,A,0.13,3689.27,0
319.98,,,,C,10.87,785,5
529.99,1,61,0,C,3.68,450.98,10
125,,,,C,10.52,1035.88,10
348.95,1,74,0,C,22.42,2743.39,0
41.98,,,,C,12.1,2.95,5
1710.54,1,67,0,C,20.1,2137.695,10
69.99,1,41,0,A,0.16,1581.97,0
478,,,,C,4.97,2338.858,1
24.99,,,,C,10.81,0,5
59.99,1,57,0,B,1.52,0,0
941.94,1,69,0,B,1.06,2757.37,0
52.94,1,54,0,C,2.77,2.95,10
53.18,1,70,0,B,2.39,6443.691,0
65.98,1,34,0,C,14.42,699.29,0
99.99,,,,A,0.19,1853.9,0
140,1,48,0,C,11.87,1720.63,8
809.57,1,66,0,C,10.39,3276.14,0
2156.95,,,,C,3.81,1877.31,1
52.98,1,60,0,C,15.16,686.002,1
69.98,0,98,0,C,9.52,5.99,4
71.96,,,,C,7.52,2596.398,3
2190.45,1,99,0,B,2.52,1350.261,0
357.67,1,92,0,A,0.9,699,0
362.95,1,44,0,C,5.81,2725.332,0
293.99,,,,C,14.81,484.99,10
26.99,1,74,0,C,10.61,966.921,10
478.95,1,63,0,A,0.87,1879.92,0
55.98,1,56,0,B,3.42,8113.844,0
142.36,1,63,0,A,0.77,1564.74,0
239,1,49,0,C,11.74,765.27,10
752.99,,,,C,13.23,3044.474,0
199.89,1,41,0,C,18.06,0,8
188.99,1,40,1,B,3.9,11597.9,0
19.98,,,,C,9.58,89.94,3
131.98,1,65,0,C,14.35,876.04,6
1432.13,1,60,0,C,17.87,1377.577,10
354.99,1,60,0,C,21.48,2977.427,1
59.99,1,82,0,C,15,3590.09,2
96.96,1,48,0,B,1.94,4780.721,0
14.98,,,,C,0.97,330.97,10
35.99,1,62,0,C,5.58,70.88,0
19.99,,,,C,17.19,963.359,10
495.39,1,30,0,C,23.65,553.99,10
249.99,1,54,1,C,16.29,932.98,0
134.99,0,42,0,C,7.58,1186.474,0
245.39,1,65,0,B,2.52,1340.13,0
52.97,,,,C,4.23,425.01,4
43.98,1,84,0,C,2.71,1319.773,1
125.99,,,,A,0.16,737.14,0
248,,,,B,4.1,1527.384,0
408.98,1,55,0,C,21.61,1412.3,0
73.97,1,60,0,B,2.48,4886.11,0
279.96,1,63,0,B,1.68,3168.191,0
33.98,1,39,0,B,1.19,1297.2,0
341.99,1,54,0,B,4.65,1797.73,0
96.98,,,,B,1.23,0,0
318.97,1,75,0,B,1.68,2989.004,0
749.99,,,,C,6.58,2043.604,1
519.99,,,,C,6.23,2853.107,1
2936.37,,,,C,5.45,3762.55,0
264.95,1,46,0,A,0.65,2773.774,0
2003.96,,,,A,0.58,2264.648,0
39.95,,,,C,0.61,303.42,10
59.99,,,,C,12,1898.77,0
548.78,,,,C,2.55,11203.355,0
1097.99,,,,C,10.45,846.99,0
209.98,1,99,0,C,10.39,2519.99,0
239,1,72,0,C,4.39,1236.76,10
599.96,1,51,0,C,3.58,5317.516,10
97.97,,,,C,4.03,3271.767,1
15.99,1,92,0,C,4.35,1402.78,1
25.64,,,,C,6.23,2.95,2
12.99,,,,A,0.81,1241.53,0
176.34,1,63,0,C,9.97,1311,4
1655.58,,,,C,4.97,1523.03,2
799.99,1,45,0,C,5.77,1575.09,0
24.99,1,70,0,B,2.52,5930.174,0
189.98,1,56,0,B,1.35,1719,0
1127.47,1,61,0,A,0.32,0,0
341.03,,,,C,19.06,1135.98,0
39.99,1,56,0,C,18.23,7605.625,2
15.99,,,,C,15.19,1816.95,0
39.98,1,71,0,C,7.35,0,10
349.99,,,,A,0.87,3444.524,0
56,1,53,1,C,10.45,3656.99,0
199.99,,,,C,8.19,6419.677,0
239,1,76,0,C,14.77,750.98,10
23.99,1,63,0,A,0.48,1183.527,0
64.99,,,,A,0.26,979.7,0
71.99,,,,C,4.55,3164,2
29.74,,,,A,0.74,2423.329,0
32.99,,,,C,5.32,2469.252,1
59.99,1,56,0,B,4.68,1660.98,0
391.99,1,39,1,C,9.06,2908.341,0
794.95,1,49,0,C,6.55,1654.58,0
841.96,1,62,0,C,12.39,1462.787,1
258,,,,C,10.48,4666.158,3
1423.09,,,,C,15.42,7812,10
217.96,1,50,0,A,0.45,0,0
54.97,,,,C,8.84,4955.73,4
89,1,54,0,C,17.13,3188.99,0
114.99,,,,C,21,7730.353,3
140,,,,C,8.19,1216,10
179.99,,,,A,0.71,7.5,0
197.688,1,50,0,C,3.58,3450.617,1
292.99,1,55,0,C,7.42,4979.494,3
270.74,1,50,0,C,9.87,1030.97,0
146.3,1,78,0,C,17.77,3253.008,0
179.98,,,,C,9.48,742.53,0
47.98,1,93,0,A,0.74,1982.825,0
52.98,,,,C,2.52,904.49,10
154.99,0,58,0,B,1.55,2407.74,0
129,1,70,0,C,7.32,481.99,3
718.97,,,,C,19.77,596.99,4
399.99,,,,C,9.45,935.48,0
57.98,,,,C,19.97,0,10
249.98,1,50,0,C,8.48,3264.051,0
1008.63,0,37,0,B,1.55,3052.822,0
1387.98,,,,C,16.55,5812.251,0
331.95,1,85,0,C,5.16,2959.84,0
549.09,1,66,0,C,7.42,0,0
98.97,,,,C,16.32,4515.863,10
2429.46,1,92,0,C,2.94,6399.836,2
69.99,1,77,0,C,19.81,2329.192,0
53.18,1,65,0,C,2.65,699.577,0
206.98,1,71,0,C,10.06,2216.212,0
239,1,60,0,C,4.23,1735.611,10
23.99,,,,C,11.39,1470.78,5
299.99,0,47,0,C,8.74,1085.96,0
100,,,,C,6.61,3057.037,0
34.99,,,,C,3.52,1106,1
350.56,1,61,0,C,11.1,1986.534,5
719.98,,,,C,3.06,615.99,1
530.18,,,,B,3.1,952.97,0
348.95,,,,C,0.16,2232.729,10
599.99,,,,B,4.94,2147.457,0
752.54,1,33,0,C,4.45,1817.964,1
423.23,,,,C,11.71,0,5
140,,,,C,10.42,519.98,10
959.98,,,,B,1.39,912.3,0
829.99,1,73,0,C,18.03,5688.374,0
39.99,1,57,0,C,23.23,5704.8,0
64.98,1,63,0,C,5.45,2825.958,0
394.88,1,64,0,C,15.26,736.867,6
27.99,1,69,0,C,13.94,5340.91,6
118.94,1,65,0,C,2.71,1776.017,0
114.99,1,63,0,C,5.48,2079.561,1
1434.5,,,,C,23.06,1643,0
679.99,1,50,0,C,22.68,1132.992,2
312.95,1,73,0,B,1.23,3685.909,0
149.99,1,58,0,C,12.32,980.98,2
16.99,1,55,0,C,3.13,2548.96,1
53.98,1,71,0,C,8.16,1452.89,3
30.99,1,63,0,C,6.55,634.97,0
1799.98,1,49,0,C,13.35,6907.94,1
139.99,1,60,0,C,6.61,3763.283,3
149.99,1,77,0,A,0.13,4701.74,0
108.05,1,89,0,C,7.77,2613.564,1
399.98,,,,B,2.84,2477.11,0
66.98,1,77,0,C,7.29,79.99,10
179,,,,C,15.26,1912.05,0
1500.55,1,68,0,C,15.13,1403.3,2
153.98,1,61,0,C,14.55,3435.674,0
146.19,1,60,0,B,2.1,3239.35,0
66.98,,,,C,16.97,1357.97,1
120.56,,,,C,17.55,2411.601,0
564.99,,,,C,10.39,581.99,0
112.97,1,68,0,B,1.9,20.98,0
89.99,1,68,0,C,0.61,1975.214,10
703.92,1,67,0,C,18.68,558.652,0
66.98,,,,C,5.97,784.15,2
2628.97,1,74,0,C,14.16,8135.34,0
92.95,1,79,0,C,3.48,632.409,1
31.99,1,54,0,C,18.77,2065.011,10
49.98,1,57,0,A,1,3726.94,0
129,,,,C,4.03,867.866,10
367.6,,,,C,21.19,3545.482,10
73.16,1,64,0,B,1.32,4567.35,0
239,1,48,0,C,5.16,2156.97,0
563.98,1,55,0,C,19.35,4785.297,2
516.94,,,,C,11.81,2298.37,5
110,1,60,0,C,5.29,5519.651,0
78.99,1,70,0,C,17.35,2229.716,0
151.98,1,72,0,B,1.65,4079.56,0
329.54,1,73,0,C,3.65,719.25,6
513.97,1,33,0,B,1.9,1350.42,0
239,,,,C,20.13,719.98,2
719.98,1,60,0,C,13.48,2189.97,0
6.99,1,55,0,A,0.26,760.98,0
1703.93,1,79,0,C,17.71,4255.388,0
112.97,,,,C,14.48,2269.93,6
449.99,,,,C,11.23,587.02,10
104.99,,,,A,0.55,0,0
179.93,1,65,0,B,3.06,2484.142,0
335.99,1,53,0,C,13.39,0,0
65.99,1,52,0,C,9.65,10581.674,0
89.99,,,,C,22.1,791.98,10
1227.36,1,65,0,C,18.65,0,10
94.99,1,66,0,C,6.9,3546.467,0
109.95,1,53,0,C,5.9,1607.796,4
50.98,,,,C,0.42,1371.38,10
30.99,1,66,0,C,12.84,2225.56,2
119.99,,,,C,8.71,1249.98,4
139.96,1,79,0,B,1.61,2423.331,0
657.98,1,56,0,C,5.35,1225.99,2
69.99,,,,B,2.32,8929.432,0
547.97,,,,B,3.58,0,0
140,1,80,0,C,10.68,1635.74,5
41.98,,,,C,7.26,0,3
299.99,1,53,0,C,18.65,0,0
239,,,,C,18.48,1349.477,10
208,1,65,0,C,13.74,7604.373,0
86.38,1,80,0,A,0.9,771.98,0
30.97,1,83,0,C,11.26,7426.054,3
66.98,1,49,0,C,11.61,2748.774,0
876.96,1,90,1,C,7.23,5.5,0
54.97,1,69,0,C,15,139.99,6
150.95,,,,C,14.9,723.174,10
98.97,1,80,0,C,12.45,2193.956,5
157.96,,,,C,3.26,1073.46,10
408.99,,,,C,23.1,1227.99,0
42.28,1,65,0,B,4.16,4030.442,0
576.97,1,63,0,A,0.19,1132.93,0
835.29,1,49,0,C,16.84,646,0
576.97,,,,C,6.97,5827.967,0
319,1,53,0,B,4.39,3533.494,0
1299.98,,,,B,1.32,0,0
53.18,1,74,0,B,3.16,1322.567,0
2439.3,,,,B,2.55,2164.98,0
78.98,1,62,0,C,13.77,0,6
159.4,,,,C,7.97,1135.01,2
119.99,1,60,0,C,21.87,11292.04,10
1192.39,1,74,0,C,23,6554.905,5
652.14,1,53,0,A,0.16,4643.82,0
599.33,,,,C,19.39,1217.457,0
170.91,1,38,0,A,0.29,1679.39,0
179,,,,A,0.13,1670.97,0
560.25,1,46,0,C,12.03,1386.931,0
488.97,,,,C,13.94,869,4
329.98,,,,B,1.45,5871.801,0
174.98,1,51,0,C,1.48,504.23,10
280.453,1,75,0,C,11.52,2519.372,0
278.97,,,,C,16.19,3110.97,7
891.19,1,46,0,C,6.48,1691.97,0
156.99,1,63,0,C,5.29,3365.82,0
53.99,,,,C,21.68,1506.156,10
165.93,1,48,0,B,1.55,7387.26,0
119.95,1,32,0,C,21.9,896,0
87.26,1,46,0,C,13.74,3201.194,2
249.99,1,54,0,C,18.52,1883.97,0
32.99,,,,B,2.84,2792.564,0
44.99,,,,C,7.13,377.89,0
200.13,1,52,0,C,11.39,3336.57,0
54.99,1,47,0,A,0.13,480.77,0
299.95,1,58,0,B,2.45,2866.522,0
867.96,1,49,0,A,0.97,3842.474,0
578.99,,,,C,3.23,3250.807,10
2244,,,,C,14.9,2476.73,10
159.98,1,51,1,B,4.03,11597.9,0
263.99,1,72,0,B,4.16,863.64,0
279.99,1,,0,C,9.42,484.74,0
2485.98,,,,B,2.74,4499.52,0
97.97,1,64,0,C,3.52,647.47,8
92.97,1,64,0,C,7.32,1791.03,3
1068.96,,,,C,7.52,2393.98,0
265.96,1,51,0,C,3.52,5007.094,1
688.96,1,44,0,C,6.23,10271.229,0
815.98,,,,C,17.68,636.98,3
17.99,,,,C,23.52,1151.95,10
580.15,0,55,0,C,6.26,1836.19,0
129,,,,B,2.35,5790.43,0
1606.01,,,,C,11.97,4396.34,10
39.98,1,62,0,C,0.13,2475.927,10
1384.2,,,,C,17.94,2466.51,1
2622.58,,,,C,8.45,4737.94,1
1521.85,0,64,0,C,8.32,856.2,0
35.98,1,64,0,C,4.48,3365.101,1
556.27,,,,C,17.55,461.95,0
436.19,,,,C,21.81,497.94,10
62.97,1,56,0,C,10.13,51.95,4
249.99,1,62,0,C,0.61,2813.45,10
199,0,57,0,A,0.13,4300.79,0
116.06,,,,C,6.55,422.99,3
23.99,,,,C,23.45,842.337,10
936.92,1,47,0,B,2.52,7273.758,0
288.23,1,60,0,C,10.32,5651.911,0
428,,,,C,2.65,0,0
99.99,,,,B,1.97,4927.604,0
92.97,1,76,0,C,3.32,3303.19,1
240.78,1,86,0,A,0.26,713.09,0
183.96,,,,C,4.42,2799.98,2
180.46,,,,C,23.29,2237.38,0
149.97,,,,A,0.61,3470.022,0
713.96,1,65,0,C,20.42,5150.71,0
1026.96,1,28,0,C,10.29,493.74,0
124.16,,,,C,22.45,497.98,10
239,,,,C,19.94,5496.488,5
140,,,,C,11.55,2906.584,3
109.95,1,68,0,B,1.84,2706.77,0
59.99,1,82,0,A,0.48,0,0
769.93,,,,C,12.1,3874.824,10
45.58,,,,C,0.61,0,10
203.97,1,54,0,B,3.84,2397.662,0
133.96,1,52,0,A,0.42,4446.726,0
231.98,,,,B,2.61,1539.34,0
66.98,,,,C,8.55,781.93,10
258,1,61,1,C,4.58,1890.97,3
316.18,1,38,0,B,4.13,2885.18,0
140,1,64,0,C,10.65,1603.53,0
599.98,,,,C,4.03,1841.754,1
54.97,,,,C,17.35,2193.69,10
74.98,,,,C,8.29,0,10
699.99,,,,B,3.81,4143.909,0
964.93,,,,C,8.68,8875.435,4
59.99,1,42,0,C,3.87,2557.377,1
922.98,1,51,0,C,21.71,16.99,10
33.98,,,,A,0.9,2342.05,0
239,,,,B,4.94,513,0
92.94,1,94,0,B,3.94,2997.929,0
141.98,,,,C,14.26,3812.252,0
19.99,1,71,0,C,1.16,1071.78,3
89.99,0,27,0,C,9.65,1277.95,1
699,,,,C,22.1,9481.876,1
69.95,1,70,0,B,1.84,1847.841,0
159.95,,,,C,8.42,0,3
66.98,1,42,0,C,20.16,1287.654,10
649.99,1,50,0,C,3.74,1778.794,3
880.73,,,,C,8.48,9056.59,0
239,1,45,0,C,5.94,1252.577,3
32.99,1,83,0,C,4.87,646.98,2
119.99,1,62,1,B,1.52,1736.87,0
34.99,,,,A,0.13,3262.93,0
435.97,1,50,0,C,6.13,584.41,3
1099.99,1,65,0,B,4.39,0,0
781.6,1,47,0,B,3.32,4356.717,0
73.96,1,51,0,C,12.81,2172.113,0
167,,,,C,0.52,972.52,10
140,1,77,0,C,10.03,1675.642,10
960.04,1,61,0,A,0.29,3435.71,0
34.95,1,54,0,C,19.19,4.99,0
477.99,,,,B,2.68,19,0
56.99,1,72,0,A,0.23,2174.922,0
47.98,1,54,0,C,7.65,3659.017,0
140,1,65,0,C,3.84,2413.297,1
222.26,1,59,0,A,0.68,9096.529,0
44.99,1,62,0,B,1.65,2044.3,0
35.99,,,,A,0.19,1706.067,0
78.26,1,81,0,C,6.65,1606.45,1
98.97,1,50,0,C,4.97,5376.8,2
417.96,,,,A,0.39,32.99,0
625.97,1,62,0,B,1.68,0,0
129,,,,C,15.13,821.519,10
449.99,,,,C,5.42,8213.702,6
562.95,,,,C,13.16,919.99,10
36.98,,,,C,3.94,59.99,1
140,1,77,0,C,5.94,2604.885,6
1006.33,,,,C,20.74,1258.324,0
87.97,1,80,0,C,6.61,1116.19,0
239,,,,C,6.87,1051.149,10
159,1,67,1,C,11.1,0,2
99.99,,,,C,7.32,1718.24,3
280.97,1,84,0,A,0.13,7269.2,0
385.97,,,,A,0.16,1039.18,0
52.98,,,,B,1.23,1995.261,0
910.54,1,77,0,C,4.29,3514.699,0
129.99,,,,C,5,8300.87,2
755.98,1,54,0,C,10.19,4292.834,4
18.94,1,78,0,B,2,3342.484,0
63.98,1,79,0,C,7.13,1486.938,10
399.98,1,72,0,C,8.81,819.637,0
75.96,1,85,0,C,21.61,656.952,10
41.98,1,75,0,C,15.35,0,0
128.96,1,52,0,A,0.23,6852.812,0
2393.98,1,54,0,C,18.87,4274.534,0
272.82,,,,C,15.29,138.38,6
763.21,,,,A,0.97,1967.727,0
110.99,1,63,0,B,4.84,1400.567,0
89.96,1,85,0,C,16.94,1488.018,10
394.98,1,61,0,B,4.48,5039.581,0
19.99,1,73,0,B,2.32,89.99,0
29.99,1,60,0,C,8.16,5422.58,0
824.15,1,52,0,C,21.74,1358.251,0
69.99,1,56,1,C,12.71,3534.95,2
645.83,,,,C,19.1,4.95,10
758.76,,,,A,0.16,6637.93,0
880.04,1,45,0,A,0.42,10604.271,0
588.97,,,,B,4.06,743.24,0
275.035,,,,C,10.97,838.99,2
119.94,1,63,0,C,5.42,2216.314,2
1088.96,1,59,0,B,3.03,481.99,0
59.37,1,76,0,C,21.39,737.945,10
34.99,,,,B,2.03,2460.98,0
163.98,,,,C,7.65,2577.521,1
39.98,,,,B,4.58,1341.046,0
14.99,1,56,0,C,14.61,6219.662,0
378.98,1,63,0,A,0.32,4544.75,0
289.97,,,,C,13.42,1218.48,0
15.99,1,65,0,B,2.16,931.3,0
61.16,,,,C,0.45,842.97,1
2013.57,1,76,0,B,5,3664.95,0
59.99,1,49,0,C,7.39,440.99,10
219.98,,,,B,2.87,2135.91,0
89.07,1,71,0,C,8.81,0,4
677.98,1,57,0,C,14.29,687.99,6
45.98,1,75,0,C,1.61,1769.471,1
54.99,1,49,0,A,0.13,6699.05,0
140,,,,B,2.16,1724.72,0
1255.79,1,42,0,C,7.35,839.99,1
1445,1,40,0,B,1.48,0,0
538.98,0,49,1,C,16.68,1820.15,0
338.99,1,71,0,C,9.42,1051.509,10
998,,,,C,22.45,5169.804,0
888.97,1,33,0,C,5.39,706.99,0
429,1,48,0,C,5.42,4932.818,0
65.97,1,34,0,C,13.65,2356.922,10
557.99,1,56,0,B,5,1654.227,0
112.97,1,53,0,C,10.42,0,2
149.99,0,50,1,A,0.23,794.98,0
1028.96,1,42,0,C,6.03,4752.924,0
2498.01,1,63,0,B,1.94,2980.99,0
63.99,1,86,0,C,8.35,2489.984,1
1164.95,1,55,0,B,3.94,7647.395,0
391.98,,,,B,2.58,1678.99,0
1135.64,1,86,0,C,20.42,3060.98,10
547.38,1,48,0,C,7.97,1545.574,0
738.97,1,81,0,B,2.48,2960.956,0
149.99,1,65,0,B,4.58,350.99,0
69.95,,,,C,5.68,1383.52,0
72.98,,,,A,0.13,3284.28,0
140,1,68,0,C,2.29,908.32,0
723.71,,,,C,6.1,387.99,0
84.99,1,60,0,C,8.45,1463.07,0
89.96,,,,C,20.29,656.174,10
53.18,1,84,0,C,1.1,1987.62,1
239,1,66,0,C,1.19,1151.05,2
209.66,,,,C,17.9,848.856,10
27.99,,,,C,13.55,576.45,10
1038.99,1,66,0,C,7.77,3247.12,0
54.96,,,,B,2.77,960.409,0
464.99,,,,C,4.29,1668.57,1
111.96,1,61,0,C,4.48,4036.378,1
102.96,1,80,0,C,3.03,1788.951,0
19.98,1,62,0,C,5.71,1250.109,5
239,1,62,0,A,0.61,2472.95,0
149.99,,,,C,5.06,1521.859,0
299.99,,,,B,3.94,11042.652,0
131.98,,,,C,19,69,10
71.98,,,,C,14.39,104.95,10
47.48,1,67,0,A,0.52,3386.437,0
56.98,,,,C,4,1792.192,1
73.16,,,,C,2.71,1375.14,1
239,,,,C,12.19,3583,0
836.25,,,,B,3.74,4104.37,0
399.99,1,58,0,C,23.71,1629.87,0
548,,,,C,6.29,2631.435,0
1360.97,0,27,0,C,18.19,600.99,0
206.32,1,56,0,A,0.19,11148.521,0
196,,,,C,13.35,1263.232,4
239,1,99,0,A,0.61,1542.334,0
84.98,,,,A,0.23,2053.47,0
258,,,,C,4.13,1380.98,1
119.95,1,73,0,C,3.94,572.47,1
199,,,,C,2.65,759.98,1
383.99,,,,C,8.32,4732.98,0
79.99,,,,B,1.39,2222.139,0
59.99,,,,C,5.55,4.99,10
183.99,1,52,0,A,0.94,4303.187,0
155.99,1,44,1,A,0.68,6221.6,0
478.97,,,,C,18.13,1673.884,0
139.99,,,,A,0.84,791.99,0
299.99,1,72,0,C,15.65,2012.899,10
122.36,,,,C,2.19,784.98,0
1138.99,1,79,0,C,11.45,446.99,5
78.98,1,88,0,C,20.06,959.419,10
595.59,1,49,0,C,4.81,636.96,2
116.06,,,,A,0.9,2726.884,0
176.99,0,53,0,B,4.16,73.99,0
399.99,1,82,0,C,10.65,1473.779,5
39.99,1,50,0,A,0.13,883.502,0
1349.98,,,,C,23.65,0,10
21.98,1,51,0,A,0.19,401.41,0
788.97,,,,C,20.61,1304.392,10
2000.04,,,,C,1.39,763.14,10
367.271,0,62,0,C,0.19,500.98,10
669.3,,,,C,8.55,6857.81,0
288.99,1,58,0,C,13.19,4018.192,0
101.67,1,73,0,C,9.68,639.945,10
258,1,37,0,B,4.84,2299.77,0
140,1,75,0,C,11.13,3570.97,4
107.97,1,59,0,C,1.45,1456.76,2
112.26,1,62,0,C,9.39,5453.203,3
288.97,1,42,0,B,2.81,4717.089,0
364.69,0,46,0,A,0.26,4101.457,0
129,,,,C,4.71,485.98,0
1425.95,1,41,0,C,7.26,1484.71,0
37.98,0,30,0,C,11.26,695.587,2
769.98,,,,C,4.23,11597.9,1
537.1,,,,C,0.97,3054.097,3
331.21,1,56,1,C,3.19,1122.577,1
69.98,,,,A,0.23,4280.028,0
239,1,71,0,C,17.87,2205.97,8
199.99,,,,A,0.29,3279.589,0
99.17,1,71,0,B,4.84,2431.189,0
56.98,1,76,0,C,23.71,2480.49,10
1565.97,,,,C,6.81,3599.97,10
