store_id,city,channel,gender_group,age_group,wkd_ind,product,customer,revenue,order,quant,unit_cost
19,南京,线下,Male,25-29,Weekday,T恤,3,316,3,4,49
21,北京,线下,Female,40-44,Weekday,T恤,1,59,1,1,49
229,深圳,线下,Male,40-44,Weekend,袜子,3,160,3,6,9
20,深圳,线下,Female,35-39,Weekend,袜子,1,40,1,2,9
802,西安,线下,Female,45-49,Weekday,T恤,1,59,1,1,49
182,广州,线上,Female,25-29,Weekend,T恤,1,79,1,1,49
399,广州,线下,Female,55-59,Weekday,牛仔裤,1,79,1,1,69
137,西安,线上,Female,25-29,Weekday,短裤,1,33,1,1,19
32,武汉,线上,Male,25-29,Weekday,袜子,1,27,1,1,9
605,成都,线下,Female,25-29,Weekend,裙子,1,129,1,1,59
399,广州,线下,Female,20-24,Weekday,毛衣,1,249,1,1,99
91,武汉,线上,Male,35-39,Weekday,当季新品,1,57,1,1,59
19,南京,线下,Female,55-59,Weekday,T恤,1,59,1,1,49
182,广州,线上,Female,45-49,Weekday,配件,3,257,3,3,29
208,重庆,线下,Male,20-24,Weekday,T恤,1,99,1,1,49
796,深圳,线下,Female,25-29,Weekend,T恤,1,78,1,2,49
32,武汉,线上,Female,20-24,Weekday,T恤,7,453,7,7,49
148,深圳,线下,Male,>=60,Weekend,牛仔裤,1,149,1,1,69
207,上海,线上,Male,25-29,Weekend,毛衣,2,498,2,2,99
759,重庆,线下,Female,25-29,Weekend,T恤,1,99,1,1,49
19,南京,线下,Female,30-34,Weekday,T恤,2,297,2,3,49
335,上海,线下,Female,50-54,Weekday,毛衣,2,398,2,2,99
737,深圳,线下,Male,35-39,Weekend,配件,1,79,1,1,29
21,北京,线下,Female,35-39,Weekend,T恤,1,79,1,1,49
737,深圳,线下,Female,30-34,Weekend,T恤,1,99,1,1,49
28,武汉,线上,Male,25-29,Weekday,当季新品,3,572,3,3,59
758,杭州,线下,Female,20-24,Weekday,T恤,1,99,1,1,49
360,成都,线下,Female,40-44,Weekday,牛仔裤,1,39,1,1,69
32,武汉,线上,Female,25-29,Weekday,T恤,5,335,5,5,49
280,深圳,线下,Female,45-49,Weekday,T恤,1,99,1,1,49
208,重庆,线下,Female,<20,Weekend,T恤,1,99,1,1,49
658,深圳,线下,Female,35-39,Weekend,T恤,1,79,1,1,49
280,深圳,线下,Female,45-49,Weekday,配件,1,79,1,1,29
46,武汉,线下,Male,>=60,Weekday,牛仔裤,1,199,1,1,69
442,西安,线下,Female,20-24,Weekday,牛仔裤,1,27.32,1,1,69
649,杭州,线下,Male,20-24,Weekday,当季新品,1,79,1,1,59
168,武汉,线下,Female,40-44,Weekday,袜子,1,39,1,1,9
32,武汉,线上,Male,25-29,Weekend,当季新品,1,58,1,1,59
375,广州,线上,Unkown,Unkown,Weekend,T恤,1,77,1,1,49
280,深圳,线下,Female,25-29,Weekday,袜子,1,79,1,1,9
399,广州,线下,Female,30-34,Weekend,当季新品,1,149,1,1,59
442,西安,线下,Female,30-34,Weekend,T恤,1,99,1,1,49
280,深圳,线下,Male,30-34,Weekday,运动,1,78,1,2,49
19,南京,线下,Male,>=60,Weekend,牛仔裤,1,199,1,1,69
20,深圳,线下,Female,45-49,Weekday,T恤,1,79,1,1,49
182,广州,线上,Female,20-24,Weekday,T恤,1,79,1,1,49
605,成都,线下,Female,30-34,Weekday,短裤,1,33,1,1,19
335,上海,线下,Male,55-59,Weekend,毛衣,1,498,1,2,99
479,深圳,线下,Female,30-34,Weekday,T恤,3,177,3,3,49
182,广州,线上,Male,30-34,Weekday,袜子,1,19,1,1,9
21,北京,线下,Male,>=60,Weekend,T恤,2,118,2,2,49
229,深圳,线下,Male,25-29,Weekend,T恤,1,99,1,1,49
135,上海,线下,Female,30-34,Weekday,T恤,2,138,2,2,49
605,成都,线下,Female,45-49,Weekend,短裤,1,33,1,1,19
70,深圳,线下,Female,45-49,Weekend,牛仔裤,1,199,1,1,69
146,杭州,线下,Male,<20,Weekday,配件,3,297,3,3,29
52,武汉,线上,Male,20-24,Weekday,T恤,1,99,1,1,49
649,杭州,线下,Male,20-24,Weekend,T恤,1,99,1,1,49
68,重庆,线上,Male,20-24,Weekday,短裤,2,119,2,3,19
248,杭州,线下,Male,50-54,Weekday,运动,1,66,1,2,49
759,重庆,线下,Female,20-24,Weekend,T恤,1,99,1,1,49
315,武汉,线下,Male,20-24,Weekend,T恤,1,99,1,1,49
738,深圳,线下,Male,25-29,Weekend,T恤,1,79,1,1,49
98,成都,线下,Female,20-24,Weekday,当季新品,1,199,1,1,59
148,深圳,线下,Female,40-44,Weekend,T恤,1,99,1,1,49
280,深圳,线下,Female,30-34,Weekday,T恤,4,395,4,5,49
649,杭州,线下,Male,45-49,Weekday,T恤,1,99,1,1,49
496,上海,线下,Male,25-29,Weekday,袜子,1,27,1,1,9
649,杭州,线下,Female,45-49,Weekday,T恤,1,99,1,1,49
520,杭州,线下,Female,25-29,Weekday,毛衣,3,497,3,3,99
91,武汉,线上,Male,20-24,Weekend,T恤,1,99,1,1,49
479,深圳,线下,Female,20-24,Weekend,袜子,1,49,1,1,9
616,成都,线下,Female,25-29,Weekend,配件,2,447,2,3,29
479,深圳,线下,Male,25-29,Weekend,当季新品,1,79,1,1,59
245,杭州,线下,Male,25-29,Weekday,T恤,1,99,1,1,49
146,杭州,线下,Female,20-24,Weekday,T恤,11,1539,11,11,49
21,北京,线下,Female,35-39,Weekday,当季新品,2,136,2,2,59
442,西安,线下,Female,45-49,Weekend,T恤,1,249,1,1,49
208,重庆,线下,Female,20-24,Weekday,T恤,1,79,1,1,49
135,上海,线下,Female,35-39,Weekday,当季新品,5,995,5,5,59
831,杭州,线下,Female,20-24,Weekday,配件,6,553,6,7,29
21,北京,线下,Female,20-24,Weekend,当季新品,4,991,4,5,59
520,杭州,线下,Male,20-24,Weekday,袜子,1,79,1,1,9
648,西安,线下,Male,20-24,Weekday,T恤,1,79,1,1,49
616,成都,线下,Male,20-24,Weekend,当季新品,1,54,1,1,59
575,杭州,线下,Female,40-44,Weekend,牛仔裤,1,39,1,1,69
208,重庆,线下,Female,20-24,Weekend,T恤,2,194,2,2,49
280,深圳,线下,Female,>=60,Weekend,配件,1,118,1,2,29
669,重庆,线下,Female,<20,Weekend,T恤,1,99,1,1,49
32,武汉,线上,Male,25-29,Weekend,T恤,3,396,3,4,49
575,杭州,线下,Male,30-34,Weekday,T恤,1,59,1,1,49
256,武汉,线下,Female,35-39,Weekend,当季新品,1,149,1,1,59
91,武汉,线上,Male,>=60,Weekend,配件,1,99,1,1,29
207,上海,线上,Male,>=60,Weekend,运动,4,150,4,4,49
98,成都,线下,Female,30-34,Weekday,T恤,1,59,1,1,49
611,深圳,线下,Male,35-39,Weekend,T恤,2,138,2,2,49
323,武汉,线下,Male,>=60,Weekday,T恤,1,99,1,1,49
738,深圳,线下,Female,35-39,Weekday,当季新品,2,158,2,2,59
50,武汉,线上,Female,30-34,Weekend,袜子,1,27,1,1,9
255,杭州,线下,Female,20-24,Weekday,运动,2,298,2,2,49
168,武汉,线下,Female,20-24,Weekend,T恤,1,99,1,1,49
146,杭州,线下,Male,20-24,Weekday,牛仔裤,2,158,2,2,69
758,杭州,线下,Female,25-29,Weekend,T恤,1,59,1,1,49
442,西安,线下,Female,55-59,Weekday,T恤,1,19,1,1,49
207,上海,线上,Female,25-29,Weekday,T恤,2,198,2,2,49
207,上海,线上,Female,25-29,Weekday,T恤,4,316,4,4,49
28,武汉,线上,Female,25-29,Weekend,配件,2,298,2,2,29
21,北京,线下,Female,20-24,Weekday,当季新品,1,632,1,8,59
430,成都,线下,Female,55-59,Weekday,当季新品,1,79,1,1,59
229,深圳,线下,Female,50-54,Weekday,当季新品,1,79,1,1,59
429,西安,线下,Female,40-44,Weekday,配件,1,79,1,1,29
335,上海,线下,Female,35-39,Weekday,T恤,3,157,3,3,49
21,北京,线下,Male,20-24,Weekend,T恤,2,198,2,2,49
831,杭州,线下,Male,30-34,Weekend,毛衣,1,149,1,1,99
168,武汉,线下,Male,20-24,Weekday,牛仔裤,1,39,1,1,69
496,上海,线下,Female,55-59,Weekday,T恤,1,39,1,1,49
758,杭州,线下,Female,50-54,Weekday,毛衣,1,149,1,1,99
52,武汉,线上,Female,25-29,Weekend,T恤,4,376,4,4,49
19,南京,线下,Male,30-34,Weekday,牛仔裤,1,75.67,1,1,69
335,上海,线下,Male,>=60,Weekday,T恤,2,198,2,2,49
248,杭州,线下,Female,20-24,Weekend,T恤,1,59,1,1,49
50,武汉,线上,Male,30-34,Weekday,袜子,2,80,2,3,9
738,深圳,线下,Female,55-59,Weekend,运动,3,297,3,3,49
46,武汉,线下,Female,25-29,Weekday,T恤,1,59,1,1,49
658,深圳,线下,Female,20-24,Weekend,裙子,2,398,2,2,59
70,深圳,线下,Female,50-54,Weekday,T恤,3,117,3,3,49
207,上海,线上,Male,35-39,Weekend,当季新品,2,134,2,2,59
168,武汉,线下,Female,25-29,Weekend,裙子,1,149,1,1,59
19,南京,线下,Female,35-39,Weekday,T恤,1,39,1,1,49
315,武汉,线下,Male,>=60,Weekend,T恤,1,99,1,1,49
420,广州,线上,Male,>=60,Weekday,T恤,1,99,1,1,49
369,广州,线下,Female,40-44,Weekday,T恤,1,59,1,1,49
70,深圳,线下,Male,25-29,Weekday,短裤,2,65.24,2,2,19
399,广州,线下,Male,40-44,Weekday,短裤,1,33,1,1,19
335,上海,线下,Female,55-59,Weekend,T恤,1,99,1,1,49
649,杭州,线下,Male,<20,Weekend,牛仔裤,1,19,1,1,69
245,杭州,线下,Male,20-24,Weekday,当季新品,2,134.4,2,2,59
52,武汉,线上,Male,25-29,Weekday,短裤,3,112.12,3,3,19
70,深圳,线下,Female,25-29,Weekday,T恤,1,99,1,1,49
146,杭州,线下,Female,25-29,Weekend,短裤,1,79,1,2,19
658,深圳,线下,Female,25-29,Weekend,短裤,1,39,1,1,19
737,深圳,线下,Female,>=60,Weekday,T恤,1,79,1,1,49
449,武汉,线下,Male,55-59,Weekend,牛仔裤,1,149,1,1,69
616,成都,线下,Female,30-34,Weekday,T恤,1,59,1,1,49
479,深圳,线下,Male,30-34,Weekend,短裤,1,40,1,1,19
738,深圳,线下,Female,20-24,Weekend,T恤,1,79,1,1,49
280,深圳,线下,Male,30-34,Weekday,运动,1,33,1,1,49
442,西安,线下,Male,30-34,Weekend,T恤,1,39,1,1,49
280,深圳,线下,Male,45-49,Weekday,配件,1,149,1,1,29
369,广州,线下,Male,30-34,Weekend,当季新品,2,111,2,2,59
437,重庆,线下,Female,20-24,Weekday,牛仔裤,4,642,4,4,69
148,深圳,线下,Male,30-34,Weekday,T恤,3,495,3,5,49
315,武汉,线下,Female,20-24,Weekday,T恤,1,99,1,1,49
146,杭州,线下,Female,35-39,Weekend,牛仔裤,2,298,2,2,69
207,上海,线上,Female,50-54,Weekday,袜子,1,79,1,1,9
669,重庆,线下,Female,25-29,Weekend,运动,3,156,3,4,49
335,上海,线下,Male,40-44,Weekend,当季新品,1,158,1,2,59
738,深圳,线下,Female,50-54,Weekend,T恤,1,79,1,1,49
336,西安,线下,Male,>=60,Weekday,牛仔裤,1,199,1,1,69
480,重庆,线下,Male,>=60,Weekend,当季新品,1,59,1,1,59
207,上海,线上,Female,30-34,Weekday,T恤,2,198,2,2,49
649,杭州,线下,Male,30-34,Weekday,袜子,2,106,2,4,9
802,西安,线下,Male,20-24,Weekday,短裤,1,39,1,1,19
21,北京,线下,Female,40-44,Weekend,T恤,1,56,1,1,49
245,杭州,线下,Male,20-24,Weekday,牛仔裤,2,298,2,2,69
255,杭州,线下,Female,40-44,Weekend,T恤,1,99,1,1,49
207,上海,线上,Male,30-34,Weekday,T恤,1,99,1,1,49
738,深圳,线下,Female,25-29,Weekday,短裤,2,73,2,2,19
479,深圳,线下,Female,20-24,Weekend,配件,11,744.48,11,12,29
182,广州,线上,Female,45-49,Weekday,袜子,1,39,1,1,9
325,上海,线下,Male,25-29,Weekday,T恤,1,99,1,1,49
46,武汉,线下,Female,50-54,Weekend,短裤,1,32,1,1,19
437,重庆,线下,Female,30-34,Weekday,T恤,3,177,3,3,49
759,重庆,线下,Female,25-29,Weekend,T恤,1,99,1,1,49
796,深圳,线下,Male,25-29,Weekday,袜子,2,54,2,2,9
437,重庆,线下,Male,40-44,Weekday,袜子,2,116,2,3,9
142,上海,线下,Female,30-34,Weekday,T恤,4,316,4,4,49
91,武汉,线上,Female,25-29,Weekday,牛仔裤,2,98,2,2,69
248,杭州,线下,Female,30-34,Weekday,当季新品,1,56,1,1,59
21,北京,线下,Male,30-34,Weekday,袜子,1,27,1,1,9
611,深圳,线下,Male,20-24,Weekday,T恤,1,59,1,1,49
437,重庆,线下,Male,30-34,Weekend,毛衣,1,249,1,1,99
669,重庆,线下,Female,20-24,Weekday,袜子,1,79,1,1,9
315,武汉,线下,Male,35-39,Weekday,T恤,1,79,1,1,49
575,杭州,线下,Male,30-34,Weekend,T恤,2,98,2,2,49
315,武汉,线下,Female,20-24,Weekend,T恤,1,79,1,1,49
437,重庆,线下,Female,30-34,Weekday,牛仔裤,3,136,3,3,69
32,武汉,线上,Female,20-24,Weekend,毛衣,1,199,1,1,99
520,杭州,线下,Female,55-59,Weekday,当季新品,3,480,3,3,59
649,杭州,线下,Male,>=60,Weekday,运动,1,79,1,1,49
335,上海,线下,Female,30-34,Weekend,袜子,1,39,1,1,9
20,深圳,线下,Male,30-34,Weekday,短裤,1,33,1,1,19
437,重庆,线下,Female,20-24,Weekend,T恤,1,79,1,1,49
20,深圳,线下,Female,50-54,Weekend,配件,1,39,1,1,29
605,成都,线下,Male,25-29,Weekend,T恤,1,99,1,1,49
575,杭州,线下,Male,35-39,Weekend,T恤,1,99,1,1,49
312,杭州,线下,Male,25-29,Weekday,T恤,1,59,1,1,49
520,杭州,线下,Male,30-34,Weekday,当季新品,3,597,3,3,59
336,西安,线下,Female,25-29,Weekend,裙子,1,199,1,1,59
369,广州,线下,Male,>=60,Weekday,T恤,2,198,2,2,49
802,西安,线下,Female,30-34,Weekend,T恤,8,367,8,8,49
248,杭州,线下,Male,20-24,Weekend,当季新品,1,57,1,1,59
207,上海,线上,Male,30-34,Weekend,配件,1,99,1,1,29
336,西安,线下,Female,35-39,Weekend,T恤,1,149,1,1,49
737,深圳,线下,Male,55-59,Weekday,袜子,1,27,1,1,9
360,成都,线下,Female,>=60,Weekend,当季新品,1,58,1,1,59
137,西安,线上,Female,35-39,Weekday,牛仔裤,4,596,4,4,69
70,深圳,线下,Male,30-34,Weekend,短裤,1,39,1,1,19
520,杭州,线下,Female,20-24,Weekday,T恤,1,79,1,1,49
245,杭州,线下,Female,40-44,Weekday,T恤,1,99,1,1,49
46,武汉,线下,Male,25-29,Weekday,短裤,2,66,2,2,19
137,西安,线上,Female,55-59,Weekend,T恤,2,98,2,2,49
248,杭州,线下,Female,>=60,Weekend,T恤,1,79,1,1,49
182,广州,线上,Male,<20,Weekend,短裤,1,40,1,1,19
480,重庆,线下,Male,30-34,Weekend,T恤,1,19,1,1,49
248,杭州,线下,Female,40-44,Weekday,T恤,1,149,1,1,49
519,杭州,线下,Female,35-39,Weekend,袜子,1,39,1,1,9
520,杭州,线下,Female,25-29,Weekday,运动,1,39,1,1,49
802,西安,线下,Female,20-24,Weekday,配件,5,465.32,5,5,29
669,重庆,线下,Female,30-34,Weekday,T恤,1,59,1,1,49
21,北京,线下,Male,>=60,Weekday,袜子,1,79,1,1,9
520,杭州,线下,Male,25-29,Weekend,T恤,1,99,1,1,49
738,深圳,线下,Female,25-29,Weekend,当季新品,2,398,2,2,59
429,西安,线下,Male,35-39,Weekday,牛仔裤,1,39,1,1,69
52,武汉,线上,Female,25-29,Weekend,T恤,1,99,1,1,49
52,武汉,线上,Male,25-29,Weekday,短裤,2,72,2,2,19
519,杭州,线下,Female,35-39,Weekday,配件,2,158,2,2,29
137,西安,线上,Female,25-29,Weekend,短裤,1,40,1,1,19
738,深圳,线下,Male,30-34,Weekend,当季新品,1,99,1,1,59
449,武汉,线下,Female,35-39,Weekend,当季新品,1,56,1,1,59
248,杭州,线下,Male,35-39,Weekday,袜子,1,19,1,1,9
52,武汉,线上,Male,20-24,Weekend,T恤,3,495,3,5,49
21,北京,线下,Female,30-34,Weekend,短裤,2,158,2,4,19
429,西安,线下,Female,35-39,Weekday,T恤,2,76,2,2,49
148,深圳,线下,Female,35-39,Weekday,T恤,1,79,1,1,49
315,武汉,线下,Male,50-54,Weekday,当季新品,1,76,1,1,59
325,上海,线下,Female,20-24,Weekday,配件,1,149,1,1,29
375,广州,线上,Female,30-34,Weekend,配件,7,685,7,11,29
280,深圳,线下,Male,20-24,Weekend,T恤,2,198,2,2,49
135,上海,线下,Female,50-54,Weekday,T恤,1,99,1,1,49
207,上海,线上,Male,>=60,Weekend,T恤,1,79,1,1,49
146,杭州,线下,Female,25-29,Weekend,袜子,1,52,1,2,9
137,西安,线上,Female,25-29,Weekend,配件,4,495,4,5,29
312,杭州,线下,Female,>=60,Weekday,短裤,1,79,1,2,19
649,杭州,线下,Female,35-39,Weekend,T恤,1,99,1,1,49
315,武汉,线下,Female,40-44,Weekend,牛仔裤,1,19,1,1,69
658,深圳,线下,Male,30-34,Weekend,T恤,1,39,1,1,49
442,西安,线下,Female,40-44,Weekday,T恤,1,99,1,1,49
248,杭州,线下,Female,35-39,Weekday,T恤,7,696.97,7,7,49
369,广州,线下,Female,25-29,Weekday,当季新品,2,112,2,2,59
758,杭州,线下,Female,35-39,Weekend,牛仔裤,1,39,1,1,69
360,成都,线下,Male,20-24,Weekend,裙子,1,79,1,1,59
796,深圳,线下,Male,25-29,Weekend,毛衣,1,99,1,1,99
98,成都,线下,Female,<20,Weekend,T恤,1,99,1,1,49
649,杭州,线下,Female,25-29,Weekday,T恤,3,296,3,4,49
248,杭州,线下,Female,45-49,Weekday,T恤,1,99,1,1,49
315,武汉,线下,Female,25-29,Weekday,T恤,1,99,1,1,49
605,成都,线下,Male,>=60,Weekend,T恤,1,99,1,1,49
323,武汉,线下,Male,>=60,Weekday,袜子,1,83,1,4,9
449,武汉,线下,Male,35-39,Weekday,短裤,2,79,2,2,19
245,杭州,线下,Male,35-39,Weekend,T恤,1,99,1,1,49
335,上海,线下,Female,35-39,Weekend,T恤,1,39,1,1,49
369,广州,线下,Male,25-29,Weekday,配件,2,298,2,2,29
648,西安,线下,Female,25-29,Weekend,运动,1,79,1,1,49
135,上海,线下,Male,Unkown,Weekday,T恤,1,79,1,1,49
21,北京,线下,Female,30-34,Weekday,T恤,7,693,7,7,49
360,成都,线下,Female,40-44,Weekday,T恤,1,79,1,1,49
248,杭州,线下,Female,30-34,Weekday,当季新品,1,79,1,1,59
229,深圳,线下,Female,55-59,Weekday,牛仔裤,3,597,3,3,69
21,北京,线下,Male,50-54,Weekend,毛衣,1,199,1,1,99
369,广州,线下,Female,40-44,Weekday,袜子,2,138,2,2,9
231,广州,线下,Female,20-24,Weekday,运动,2,117,2,3,49
369,广州,线下,Female,50-54,Weekend,T恤,1,99,1,1,49
335,上海,线下,Female,35-39,Weekday,短裤,1,39,1,1,19
91,武汉,线上,Male,30-34,Weekday,T恤,1,99,1,1,49
335,上海,线下,Female,20-24,Weekend,T恤,1,99,1,1,49
758,杭州,线下,Male,20-24,Weekday,T恤,2,138,2,2,49
479,深圳,线下,Female,25-29,Weekend,牛仔裤,1,39,1,1,69
420,广州,线上,Female,25-29,Weekday,牛仔裤,1,39,1,1,69
312,杭州,线下,Female,20-24,Weekday,T恤,1,99,1,1,49
323,武汉,线下,Male,30-34,Weekend,袜子,1,19,1,1,9
616,成都,线下,Male,25-29,Weekday,袜子,1,53,1,2,9
229,深圳,线下,Female,45-49,Weekend,T恤,1,99,1,1,49
520,杭州,线下,Female,35-39,Weekday,T恤,5,235,5,5,49
336,西安,线下,Female,50-54,Weekend,T恤,1,99,1,1,49
605,成都,线下,Male,<20,Weekend,短裤,1,40,1,1,19
256,武汉,线下,Female,35-39,Weekend,短裤,1,40,1,1,19
50,武汉,线上,Female,45-49,Weekday,袜子,1,27,1,1,9
479,深圳,线下,Female,25-29,Weekday,牛仔裤,2,80.27,2,2,69
480,重庆,线下,Male,20-24,Weekday,当季新品,2,132,2,2,59
21,北京,线下,Female,35-39,Weekday,T恤,1,153,1,2,49
430,成都,线下,Female,40-44,Weekday,短裤,1,33,1,1,19
28,武汉,线上,Female,25-29,Weekend,运动,1,149,1,1,49
245,杭州,线下,Male,<20,Weekend,短裤,1,40,1,1,19
255,杭州,线下,Female,45-49,Weekday,T恤,1,79,1,1,49
831,杭州,线下,Male,20-24,Weekend,T恤,1,99,1,1,49
20,深圳,线下,Male,20-24,Weekend,T恤,1,79,1,1,49
255,杭州,线下,Female,25-29,Weekend,T恤,2,237,2,3,49
20,深圳,线下,Female,35-39,Weekday,配件,3,597,3,3,29
648,西安,线下,Male,25-29,Weekday,配件,5,594,5,6,29
207,上海,线上,Female,20-24,Weekday,T恤,1,59,1,1,49
50,武汉,线上,Female,25-29,Weekend,袜子,1,79,1,1,9
669,重庆,线下,Female,35-39,Weekday,毛衣,2,248,2,2,99
315,武汉,线下,Female,30-34,Weekend,短裤,1,66,1,2,19
208,重庆,线下,Female,40-44,Weekend,T恤,1,99,1,1,49
375,广州,线上,Female,40-44,Weekday,裙子,1,79,1,1,59
245,杭州,线下,Female,20-24,Weekend,当季新品,1,149,1,1,59
207,上海,线上,Female,35-39,Weekend,运动,1,149,1,1,49
168,武汉,线下,Female,35-39,Weekend,运动,2,195,2,2,49
336,西安,线下,Female,35-39,Weekday,当季新品,1,199,1,1,59
520,杭州,线下,Female,35-39,Weekend,T恤,1,59,1,1,49
142,上海,线下,Male,35-39,Weekday,T恤,1,79,1,1,49
146,杭州,线下,Male,35-39,Weekend,运动,1,39,1,1,49
146,杭州,线下,Female,20-24,Weekend,T恤,2,237,2,3,49
142,上海,线下,Female,40-44,Weekend,T恤,1,79,1,1,49
19,南京,线下,Female,45-49,Weekday,短裤,1,39,1,1,19
369,广州,线下,Male,35-39,Weekend,T恤,1,149,1,1,49
256,武汉,线下,Female,35-39,Weekday,当季新品,1,79,1,1,59
737,深圳,线下,Female,40-44,Weekday,T恤,1,79,1,1,49
50,武汉,线上,Female,50-54,Weekend,配件,1,198,1,2,29
738,深圳,线下,Male,25-29,Weekday,袜子,1,59,1,1,9
605,成都,线下,Female,40-44,Weekend,T恤,1,79,1,1,49
360,成都,线下,Female,40-44,Weekday,T恤,2,248,2,2,49
575,杭州,线下,Female,35-39,Weekday,毛衣,4,1740.39,5,7,99
738,深圳,线下,Female,25-29,Weekend,T恤,2,198,2,2,49
669,重庆,线下,Female,25-29,Weekend,T恤,1,59,1,1,49
46,武汉,线下,Female,45-49,Weekday,T恤,1,76,1,1,49
280,深圳,线下,Female,30-34,Weekday,T恤,1,99,1,1,49
135,上海,线下,Female,20-24,Weekday,T恤,1,79,1,1,49
70,深圳,线下,Female,30-34,Weekday,当季新品,2,114,2,2,59
280,深圳,线下,Male,30-34,Weekday,T恤,1,79,1,1,49
137,西安,线上,Male,25-29,Weekday,袜子,1,79,1,1,9
46,武汉,线下,Female,35-39,Weekend,短裤,1,79,1,2,19
738,深圳,线下,Male,30-34,Weekend,运动,1,33,1,1,49
137,西安,线上,Female,20-24,Weekday,T恤,2,297,2,3,49
369,广州,线下,Male,45-49,Weekend,袜子,1,79,1,1,9
802,西安,线下,Female,55-59,Weekday,毛衣,1,199,1,1,99
312,杭州,线下,Female,25-29,Weekday,袜子,1,20,1,1,9
91,武汉,线上,Female,35-39,Weekend,T恤,1,59,1,1,49
70,深圳,线下,Male,30-34,Weekend,当季新品,4,365,4,5,59
420,广州,线上,Male,<20,Weekday,T恤,1,99,1,1,49
520,杭州,线下,Female,30-34,Weekday,T恤,1,99,1,1,49
658,深圳,线下,Female,30-34,Weekend,T恤,1,79,1,1,49
248,杭州,线下,Female,25-29,Weekday,牛仔裤,7,1890,9,10,69
429,西安,线下,Female,45-49,Weekday,短裤,1,40,1,1,19
336,西安,线下,Male,35-39,Weekday,牛仔裤,1,19,1,1,69
142,上海,线下,Male,20-24,Weekday,毛衣,1,249,1,1,99
420,广州,线上,Male,25-29,Weekday,毛衣,1,99,1,1,99
248,杭州,线下,Male,<20,Weekday,配件,1,158,1,2,29
758,杭州,线下,Male,20-24,Weekend,T恤,1,99,1,1,49
796,深圳,线下,Female,30-34,Weekday,T恤,1,79,1,1,49
649,杭州,线下,Male,25-29,Weekday,运动,2,117,2,3,49
658,深圳,线下,Female,25-29,Weekend,T恤,2,237,2,3,49
335,上海,线下,Female,25-29,Weekday,T恤,2,158,2,2,49
248,杭州,线下,Male,20-24,Weekday,配件,2,338.36,2,2,29
519,杭州,线下,Female,25-29,Weekend,T恤,1,129,1,1,49
146,杭州,线下,Female,20-24,Weekday,运动,4,132.27,4,4,49
91,武汉,线上,Female,30-34,Weekend,T恤,5,295,5,5,49
480,重庆,线下,Female,30-34,Weekday,毛衣,1,149,1,1,99
32,武汉,线上,Unkown,Unkown,Weekend,短裤,1,39,1,1,19
449,武汉,线下,Female,45-49,Weekday,袜子,1,39,1,1,9
315,武汉,线下,Female,20-24,Weekday,袜子,1,79,1,1,9
442,西安,线下,Female,30-34,Weekend,T恤,1,59,1,1,49
50,武汉,线上,Male,30-34,Weekend,T恤,2,198,2,2,49
737,深圳,线下,Female,25-29,Weekday,T恤,1,39,1,1,49
245,杭州,线下,Male,20-24,Weekday,T恤,2,257,3,3,49
255,杭州,线下,Female,45-49,Weekday,运动,1,39,1,1,49
68,重庆,线上,Female,35-39,Weekday,当季新品,1,58,1,1,59
148,深圳,线下,Female,40-44,Weekend,T恤,2,78,2,2,49
449,武汉,线下,Female,20-24,Weekend,袜子,1,39,1,1,9
312,杭州,线下,Female,20-24,Weekday,T恤,1,99,1,1,49
437,重庆,线下,Male,30-34,Weekday,牛仔裤,1,99,1,1,69
737,深圳,线下,Female,55-59,Weekday,配件,2,237,2,3,29
32,武汉,线上,Female,55-59,Weekend,当季新品,1,199,1,1,59
658,深圳,线下,Male,35-39,Weekday,短裤,1,79,1,2,19
207,上海,线上,Female,40-44,Weekday,T恤,1,99,1,1,49
315,武汉,线下,Female,35-39,Weekday,T恤,3,293,3,3,49
91,武汉,线上,Male,35-39,Weekend,T恤,1,99,1,1,49
19,南京,线下,Female,35-39,Weekday,配件,7,920.33,7,10,29
19,南京,线下,Female,25-29,Weekday,裙子,1,99,1,1,59
519,杭州,线下,Female,35-39,Weekday,T恤,1,199,1,1,49
98,成都,线下,Female,35-39,Weekday,当季新品,3,269,4,4,59
148,深圳,线下,Female,35-39,Weekday,当季新品,1,37,1,1,59
20,深圳,线下,Male,25-29,Weekend,短裤,1,33,1,1,19
32,武汉,线上,Male,35-39,Weekday,牛仔裤,1,99,1,1,69
52,武汉,线上,Female,20-24,Weekday,袜子,2,65,2,3,9
430,成都,线下,Female,25-29,Weekend,袜子,1,79,1,1,9
442,西安,线下,Female,30-34,Weekend,T恤,3,277,3,3,49
437,重庆,线下,Female,25-29,Weekend,牛仔裤,1,19,1,1,69
520,杭州,线下,Female,25-29,Weekend,T恤,2,158,2,2,49
437,重庆,线下,Female,35-39,Weekend,T恤,2,158,2,2,49
323,武汉,线下,Female,40-44,Weekend,毛衣,1,199,1,1,99
429,西安,线下,Female,25-29,Weekend,T恤,1,99,1,1,49
616,成都,线下,Female,30-34,Weekend,毛衣,1,149,1,1,99
737,深圳,线下,Female,45-49,Weekday,袜子,1,158,2,2,9
737,深圳,线下,Male,30-34,Weekend,袜子,1,49,1,1,9
312,杭州,线下,Female,30-34,Weekday,当季新品,1,49,1,1,59
323,武汉,线下,Female,30-34,Weekend,T恤,2,138,2,2,49
